wavelength_nm,x_centroid_px,x_peak_px,displacement_px,filepath,dispersion_px_per_nm,resolution_nm
627,498.514788,496,113.550486,scan_blocks_output/B4_0501_0700/00063_0627nm.npy,0.1194474999999926,33.48751543565372
629,498.790873,496,113.826572,scan_blocks_output/B4_0501_0700/00064_0629nm.npy,0.09746425000000158,41.040689278375766
631,498.904645,496,113.940344,scan_blocks_output/B4_0501_0700/00065_0631nm.npy,0.10607525000000351,37.70907916785365
633,499.215174,496,114.250873,scan_blocks_output/B4_0501_0700/00066_0633nm.npy,0.1039519999999925,38.47929813760475
635,499.320453,496,114.356152,scan_blocks_output/B4_0501_0700/00067_0635nm.npy,0.05368250000000785,74.51217808409473
637,499.429904,496,114.465603,scan_blocks_output/B4_0501_0700/00068_0637nm.npy,0.1052562499999965,38.002493913664345
639,499.741478,496,114.777177,scan_blocks_output/B4_0501_0700/00069_0639nm.npy,0.06822024999999599,58.633616851304936
641,499.702785,496,114.738483,scan_blocks_output/B4_0501_0700/00070_0641nm.npy,0.04616700000001117,86.64197370414001
643,499.926146,496,114.961844,scan_blocks_output/B4_0501_0700/00071_0643nm.npy,0.08814350000000104,45.3805442261761
645,500.055359,496,115.091058,scan_blocks_output/B4_0501_0700/00072_0645nm.npy,0.08646124999999927,46.26349954459407
647,500.271991,496,115.30769,scan_blocks_output/B4_0501_0700/00073_0647nm.npy,0.10043174999999849,39.8280424268228
649,500.457086,496,115.492785,scan_blocks_output/B4_0501_0700/00074_0649nm.npy,0.1281800000000004,31.206116398814068
651,500.784711,496,115.820409,scan_blocks_output/B4_0501_0700/00075_0651nm.npy,0.06407600000000002,62.425869280229705
653,500.71339,496,115.749089,scan_blocks_output/B4_0501_0700/00076_0653nm.npy,0.01917324999999437,208.62399436721344
655,500.861404,496,115.897103,scan_blocks_output/B4_0501_0700/00077_0655nm.npy,0.07466150000000482,53.57513577948128
657,501.012036,496,116.047735,scan_blocks_output/B4_0501_0700/00078_0657nm.npy,0.0868224999999967,46.07100693944717
659,501.208694,496,116.244393,scan_blocks_output/B4_0501_0700/00079_0659nm.npy,0.1045487499999922,38.25966355408648
661,501.430231,496,116.46593,scan_blocks_output/B4_0501_0700/00080_0661nm.npy,0.037941250000002924,105.42615227489057
663,501.360459,496,116.396158,scan_blocks_output/B4_0501_0700/00081_0663nm.npy,0.014982750000001488,266.9736864060071
665,501.490162,496,116.525861,scan_blocks_output/B4_0501_0700/00082_0665nm.npy,0.08726425000000404,45.83778580575453
667,501.709516,496,116.745215,scan_blocks_output/B4_0501_0700/00083_0667nm.npy,0.09175575000000435,43.593998196296255
669,501.857185,496,116.892884,scan_blocks_output/B4_0501_0700/00084_0669nm.npy,0.6962622500000037,5.744961758302964
671,504.494565,500,119.530264,scan_blocks_output/B4_0501_0700/00085_0671nm.npy,0.001499249999994845,2668.0006670093403
673,501.863182,496,116.898881,scan_blocks_output/B4_0501_0700/00086_0673nm.npy,0.03594874999998865,111.26951562992491
675,504.63836,500,119.674058,scan_blocks_output/B4_0501_0700/00087_0675nm.npy,0.5130332500000065,7.796765609246474
677,503.915315,499,118.951013,scan_blocks_output/B4_0501_0700/00088_0677nm.npy,0.0026057500000007394,1535.0666794584533
679,504.648783,500,119.684482,scan_blocks_output/B4_0501_0700/00089_0679nm.npy,0.22579249999999718,17.715380271709865
